time,MocapIndex,mocapX,mocapY,mocapZ,rotX,rotY,rotZ,rotW
1685435990.5310593,15,-8.166326522827148,-8.270004272460938,1.4849392175674438,0.0362514890730381,-0.030660655349493027,0.8681142330169678,0.4940885007381439
1685435990.539975,15,-8.166321754455566,-8.269996643066406,1.4849416017532349,0.03627241030335426,-0.03068678081035614,0.868160605430603,0.49400389194488525
1685435990.5503662,15,-8.166325569152832,-8.270005226135254,1.4849427938461304,0.03615601360797882,-0.030703550204634666,0.8681045174598694,0.4941100478172302
1685435990.5549936,15,-8.16634464263916,-8.269918441772461,1.4848703145980835,0.03321298584342003,-0.03355639800429344,0.8677289485931396,0.4947901666164398
1685435990.5639937,15,-8.166328430175781,-8.270004272460938,1.484937071800232,0.03628194332122803,-0.030660580843687057,0.8681467771530151,0.4940292239189148
1685435990.571993,15,-8.1663236618042,-8.270003318786621,1.484941005706787,0.03629310056567192,-0.03064611554145813,0.8681004047393799,0.4941106140613556
1685435990.5808892,15,-8.166326522827148,-8.270002365112305,1.4849421977996826,0.036246407777071,-0.03063005395233631,0.8681097030639648,0.49409887194633484
1685435990.5895095,15,-8.166319847106934,-8.270011901855469,1.484940528869629,0.03618781268596649,-0.030734818428754807,0.868160605430603,0.4940072298049927
1685435990.5984905,15,-8.166322708129883,-8.27000617980957,1.4849417209625244,0.036251913756132126,-0.03062845952808857,0.868156909942627,0.494015634059906
1685435990.6064913,15,-8.166322708129883,-8.27000617980957,1.48493492603302,0.036247368901968,-0.03054925426840782,0.8681229948997498,0.49408039450645447
1685435990.6164918,15,-8.166321754455566,-8.270007133483887,1.4849377870559692,0.036221180111169815,-0.030730193480849266,0.8681307435035706,0.4940575361251831
1685435990.6231413,15,-8.166322708129883,-8.270008087158203,1.4849374294281006,0.03614381328225136,-0.030693944543600082,0.8681436777114868,0.49404263496398926
1685435990.6311154,15,-8.1663236618042,-8.270003318786621,1.4849401712417603,0.03620189055800438,-0.03067851811647415,0.8680869936943054,0.4941388666629791
1685435990.6469932,15,-8.166325569152832,-8.270008087158203,1.4849319458007812,0.03629909083247185,-0.03056647814810276,0.8681478500366211,0.49403175711631775
1685435990.6505911,15,-8.166326522827148,-8.270009994506836,1.4849408864974976,0.036219336092472076,-0.030677666887640953,0.8681097030639648,0.49409785866737366
1685435990.6555932,15,-8.166327476501465,-8.270001411437988,1.4849450588226318,0.03623633831739426,-0.030682753771543503,0.868101954460144,0.4941099286079407
1685435990.6635904,15,-8.166321754455566,-8.269999504089355,1.4849408864974976,0.036202702671289444,-0.030675455927848816,0.8681175708770752,0.49408531188964844
1685435990.6725905,15,-8.166329383850098,-8.269998550415039,1.484944462776184,0.036259725689888,-0.030598489567637444,0.8680968284606934,0.49412235617637634
1685435990.6825914,15,-8.166324615478516,-8.269998550415039,1.4849457740783691,0.0362466424703598,-0.030721072107553482,0.8681250214576721,0.49406617879867554
1685435990.6895895,15,-8.166327476501465,-8.269999504089355,1.4849406480789185,0.036295678466558456,-0.030698321759700775,0.8681439757347107,0.4940306842327118
1685435990.6975877,15,-8.166321754455566,-8.270008087158203,1.4849389791488647,0.03620867803692818,-0.030621634796261787,0.8681216239929199,0.4940810203552246
1685435990.7065873,15,-8.166324615478516,-8.270010948181152,1.4849350452423096,0.03623511269688606,-0.030727781355381012,0.8681217432022095,0.49407240748405457
1685435990.7145877,15,-8.166337013244629,-8.269927024841309,1.4848700761795044,0.033165186643600464,-0.0335732065141201,0.8677472472190857,0.4947602450847626
1685435990.7235863,15,-8.166327476501465,-8.27000617980957,1.4849439859390259,0.03620190545916557,-0.03070691227912903,0.8681849241256714,0.4939652681350708
1685435990.732586,15,-8.166322708129883,-8.27000904083252,1.484939455986023,0.0362127460539341,-0.03063688799738884,0.8681296110153198,0.4940659701824188
1685435990.7395864,15,-8.166336059570312,-8.269922256469727,1.484863042831421,0.0331810861825943,-0.033511608839035034,0.8677466511726379,0.49476444721221924
1685435990.7495842,15,-8.1663236618042,-8.270005226135254,1.484941840171814,0.03621608763933182,-0.030657663941383362,0.8681448101997375,0.49403753876686096
1685435990.756102,15,-8.166337013244629,-8.269918441772461,1.4848719835281372,0.033278174698352814,-0.033446043729782104,0.867717981338501,0.49481257796287537
1685435990.7641149,15,-8.166328430175781,-8.270000457763672,1.4849388599395752,0.03620242327451706,-0.030667193233966827,0.8681464791297913,0.49403512477874756
1685435990.7731009,15,-8.166318893432617,-8.270008087158203,1.4849377870559692,0.03622569516301155,-0.030733851715922356,0.8681573271751404,0.4940100610256195
1685435990.7811003,15,-8.166322708129883,-8.270003318786621,1.4849411249160767,0.03620820492506027,-0.030661841854453087,0.8680850863456726,0.4941428005695343
1685435990.7901008,15,-8.166328430175781,-8.270005226135254,1.484940528869629,0.03616970032453537,-0.030721819028258324,0.8681085705757141,0.4941006004810333
1685435990.7981029,15,-8.166332244873047,-8.270000457763672,1.484940767288208,0.036236852407455444,-0.03071175143122673,0.8681296706199646,0.4940592646598816
1685435990.8061004,15,-8.166326522827148,-8.269997596740723,1.484944224357605,0.03620822727680206,-0.03069431520998478,0.8681354522705078,0.49405238032341003
1685435990.8140998,15,-8.1663179397583,-8.270003318786621,1.484938144683838,0.036336738616228104,-0.030589796602725983,0.8681673407554626,0.4939933121204376
1685435990.8231108,15,-8.166322708129883,-8.269993782043457,1.4849393367767334,0.03622052073478699,-0.030726352706551552,0.868141233921051,0.494039386510849
1685435990.8320978,15,-8.166326522827148,-8.270001411437988,1.4849417209625244,0.03620617464184761,-0.03071536123752594,0.8681161999702454,0.4940849840641022
1685435990.8400955,15,-8.166328430175781,-8.270003318786621,1.4849421977996826,0.03622938692569733,-0.030700979754328728,0.8681585192680359,0.49400976300239563
1685435990.848095,15,-8.166336059570312,-8.269918441772461,1.484864592552185,0.03312653675675392,-0.03357945755124092,0.867772102355957,0.4947187304496765
1685435990.8600948,15,-8.166326522827148,-8.270005226135254,1.4849348068237305,0.036244530230760574,-0.030608445405960083,0.8681111335754395,0.49409785866737366
1685435990.8650959,15,-8.166322708129883,-8.270001411437988,1.4849354028701782,0.036208316683769226,-0.030683031305670738,0.8681347370147705,0.4940541684627533
1685435990.8740938,15,-8.166324615478516,-8.270005226135254,1.4849337339401245,0.036255158483982086,-0.030632782727479935,0.8681345582008362,0.4940544068813324
1685435990.8820946,15,-8.166324615478516,-8.270007133483887,1.484946370124817,0.03612472116947174,-0.030699294060468674,0.8681334853172302,0.4940614402294159
1685435990.8900933,15,-8.166327476501465,-8.270005226135254,1.4849467277526855,0.036251239478588104,-0.030705872923135757,0.8681065440177917,0.49409937858581543
1685435990.8970938,15,-8.166343688964844,-8.269915580749512,1.484872579574585,0.03313896059989929,-0.03360733389854431,0.8677284717559814,0.4947926104068756
1685435990.9066103,15,-8.166324615478516,-8.270001411437988,1.484940528869629,0.036232203245162964,-0.030698386952280998,0.8681184649467468,0.4940803050994873
1685435990.9152374,15,-8.1663236618042,-8.270001411437988,1.4849436283111572,0.03628946840763092,-0.030729059129953384,0.868120551109314,0.4940703809261322
1685435990.923627,15,-8.166322708129883,-8.270003318786621,1.4849414825439453,0.036286789923906326,-0.030691832304000854,0.8681241869926453,0.4940665662288666
1685435990.9307055,15,-8.166325569152832,-8.270002365112305,1.484940528869629,0.036279622465372086,-0.030722564086318016,0.8681138753890991,0.49408331513404846
1685435990.9397032,15,-8.166325569152832,-8.270004272460938,1.4849437475204468,0.03621961176395416,-0.030641885474324226,0.8681236505508423,0.4940754175186157
1685435990.9477062,15,-8.166324615478516,-8.269998550415039,1.4849379062652588,0.036212362349033356,-0.030675558373332024,0.8681265711784363,0.49406886100769043
1685435990.962703,15,-8.166324615478516,-8.269996643066406,1.484938144683838,0.036284491419792175,-0.03063262440264225,0.8681458234786987,0.4940323233604431
1685435990.9637036,15,-8.166329383850098,-8.269999504089355,1.4849400520324707,0.03618105128407478,-0.03070134110748768,0.8681381940841675,0.49404919147491455
1685435990.972703,15,-8.1663236618042,-8.270000457763672,1.4849355220794678,0.03620721399784088,-0.030672501772642136,0.8681466579437256,0.4940340220928192
1685435990.9813888,15,-8.1663236618042,-8.270005226135254,1.4849344491958618,0.03628530353307724,-0.030550099909305573,0.8681434392929077,0.4940415918827057
1685435990.990386,15,-8.166321754455566,-8.270007133483887,1.484941005706787,0.036125775426626205,-0.030672386288642883,0.8681382536888123,0.49405479431152344
1685435990.998411,15,-8.166326522827148,-8.270001411437988,1.4849432706832886,0.03618829324841499,-0.03071388229727745,0.8681318759918213,0.49405887722969055
1685435991.0070255,15,-8.166319847106934,-8.270007133483887,1.4849369525909424,0.036223746836185455,-0.03063739463686943,0.8681359887123108,0.4940539002418518
1685435991.0151062,15,-8.166328430175781,-8.269997596740723,1.4849416017532349,0.036209385842084885,-0.0306365005671978,0.8681402802467346,0.4940473437309265
1685435991.0230334,15,-8.16632080078125,-8.269997596740723,1.4849433898925781,0.036220356822013855,-0.030670372769236565,0.868131697177887,0.49405965209007263
1685435991.0310302,15,-8.16632080078125,-8.270002365112305,1.4849475622177124,0.0362059660255909,-0.030680153518915176,0.8681290745735168,0.4940645694732666
1685435991.04103,15,-8.166318893432617,-8.270002365112305,1.484938144683838,0.036247823387384415,-0.03068997897207737,0.8681103587150574,0.4940938651561737
1685435991.0480564,15,-8.166326522827148,-8.269991874694824,1.4849473237991333,0.03630366176366806,-0.030634647235274315,0.8681121468544006,0.4940900206565857
1685435991.059438,15,-8.166325569152832,-8.270001411437988,1.4849438667297363,0.03624963015317917,-0.030749386176466942,0.8681302070617676,0.49405521154403687
1685435991.0644588,15,-8.166329383850098,-8.269999504089355,1.4849340915679932,0.036245036870241165,-0.030609142035245895,0.8681179285049438,0.49408572912216187
1685435991.0734618,15,-8.166326522827148,-8.270008087158203,1.4849367141723633,0.03623219206929207,-0.030650559812784195,0.8681226372718811,0.4940759539604187
1685435991.082326,15,-8.166327476501465,-8.270007133483887,1.4849364757537842,0.03627011924982071,-0.030651699751615524,0.8681131601333618,0.49408960342407227
1685435991.0893385,15,-8.16632080078125,-8.270011901855469,1.4849354028701782,0.036166712641716,-0.030644487589597702,0.8681405186653137,0.4940495491027832
1685435991.0973399,15,-8.166329383850098,-8.270002365112305,1.484938621520996,0.03621288388967514,-0.030508045107126236,0.8681561946868896,0.49402719736099243
1685435991.1066117,15,-8.166327476501465,-8.270001411437988,1.4849365949630737,0.03625627979636192,-0.0305686816573143,0.8681168556213379,0.4940893352031708
1685435991.1142747,15,-8.166316986083984,-8.270003318786621,1.4849354028701782,0.03622942417860031,-0.03061063401401043,0.8681194186210632,0.4940841794013977
1685435991.1222744,15,-8.166321754455566,-8.269998550415039,1.4849402904510498,0.03621935099363327,-0.030654752627015114,0.8681273460388184,0.4940682649612427
1685435991.1302116,15,-8.16632080078125,-8.269998550415039,1.4849404096603394,0.03617822751402855,-0.030696434900164604,0.8681567907333374,0.49401700496673584
1685435991.1382296,15,-8.166324615478516,-8.269997596740723,1.4849398136138916,0.036187686026096344,-0.030798370018601418,0.8681492209434509,0.49402326345443726
1685435991.1476219,15,-8.16631031036377,-8.270005226135254,1.4849357604980469,0.036267124116420746,-0.03067999891936779,0.8681120276451111,0.4940899908542633
1685435991.156416,15,-8.166319847106934,-8.269993782043457,1.4849441051483154,0.036280903965234756,-0.0306988637894392,0.8681122660636902,0.4940875470638275
1685435991.1653216,15,-8.166322708129883,-8.270007133483887,1.4849441051483154,0.036236025393009186,-0.03070206567645073,0.868096113204956,0.4941190183162689
1685435991.1720788,15,-8.166324615478516,-8.269994735717773,1.48494553565979,0.036209117621183395,-0.030696535483002663,0.868137776851654,0.49404796957969666
1685435991.1810935,15,-8.166324615478516,-8.270005226135254,1.4849399328231812,0.03628559410572052,-0.030656320974230766,0.8681217432022095,0.4940732419490814
1685435991.189829,15,-8.166329383850098,-8.270005226135254,1.4849432706832886,0.03623410686850548,-0.03065052069723606,0.8681261539459229,0.4940694570541382
1685435991.1978579,15,-8.166325569152832,-8.270007133483887,1.4849441051483154,0.036203522235155106,-0.03068624436855316,0.8681305050849915,0.49406176805496216
1685435991.2059917,15,-8.16633129119873,-8.27000904083252,1.4849355220794678,0.03620351105928421,-0.0306044090539217,0.8681206107139587,0.4940843880176544
1685435991.2252498,15,-8.166329383850098,-8.270007133483887,1.4849399328231812,0.036273837089538574,-0.030568022280931473,0.8681157231330872,0.49408993124961853
1685435991.2452445,15,-8.166326522827148,-8.270003318786621,1.4849364757537842,0.036191027611494064,-0.03057781606912613,0.868127167224884,0.49407532811164856
1685435991.2455082,15,-8.166328430175781,-8.270001411437988,1.484944224357605,0.03614736348390579,-0.030656063929200172,0.8681379556655884,0.49405476450920105
1685435991.2455082,15,-8.166324615478516,-8.26999568939209,1.4849376678466797,0.03625442087650299,-0.030678141862154007,0.8681123852729797,0.49409055709838867
1685435991.2472432,15,-8.166324615478516,-8.26999568939209,1.4849400520324707,0.03619180619716644,-0.03069346770644188,0.8681271076202393,0.4940682053565979
1685435991.256252,15,-8.166322708129883,-8.269997596740723,1.4849408864974976,0.036241184920072556,-0.03070148080587387,0.8681507110595703,0.4940226376056671
1685435991.2672527,15,-8.166319847106934,-8.27000617980957,1.484941840171814,0.03622612729668617,-0.03073064610362053,0.8681331276893616,0.4940527677536011
1685435991.2732532,15,-8.166321754455566,-8.27000617980957,1.484944224357605,0.03629599139094353,-0.030750857666134834,0.8681182861328125,0.4940726161003113
1685435991.2812738,15,-8.1663236618042,-8.269999504089355,1.4849481582641602,0.03626621887087822,-0.030611079186201096,0.8681344985961914,0.4940550625324249
1685435991.2902722,15,-8.1663236618042,-8.27000904083252,1.4849457740783691,0.036250364035367966,-0.030667074024677277,0.8681179285049438,0.49408167600631714
1685435991.2973502,15,-8.166319847106934,-8.270010948181152,1.4849439859390259,0.03624945133924484,-0.03061739355325699,0.8681262135505676,0.4940702021121979
1685435991.3053463,15,-8.166321754455566,-8.270001411437988,1.4849389791488647,0.03620121628046036,-0.030641356483101845,0.8681535720825195,0.4940241873264313
1685435991.314048,15,-8.166326522827148,-8.270003318786621,1.4849367141723633,0.03616613894701004,-0.03067319095134735,0.8681222796440125,0.49407994747161865
1685435991.3230762,15,-8.166319847106934,-8.270007133483887,1.4849425554275513,0.03620866313576698,-0.030635517090559006,0.8681164979934692,0.494089275598526
1685435991.3311963,15,-8.166319847106934,-8.270002365112305,1.484935998916626,0.03628071770071983,-0.030658412724733353,0.8681015372276306,0.4941089451313019
1685435991.338144,15,-8.166325569152832,-8.270003318786621,1.484937310218811,0.0362272709608078,-0.03052450716495514,0.8680828213691711,0.4941539168357849
1685435991.347285,15,-8.166328430175781,-8.269999504089355,1.484933853149414,0.036317963153123856,-0.030647605657577515,0.8680838346481323,0.49413782358169556
1685435991.3568692,15,-8.16633129119873,-8.26999282836914,1.4849401712417603,0.03615323081612587,-0.030647441744804382,0.8681460618972778,0.49404066801071167
1685435991.3678687,15,-8.166322708129883,-8.269999504089355,1.484938383102417,0.03616686537861824,-0.030722634866833687,0.8681459426879883,0.49403512477874756
1685435991.372885,15,-8.16633415222168,-8.269925117492676,1.4848707914352417,0.03321138396859169,-0.03357463702559471,0.8677237033843994,0.49479833245277405
1685435991.3810096,15,-8.166324615478516,-8.270002365112305,1.4849448204040527,0.036229901015758514,-0.030617814511060715,0.8681684732437134,0.49399757385253906
1685435991.3902428,15,-8.166326522827148,-8.270003318786621,1.4849436283111572,0.03631038963794708,-0.030702227726578712,0.8680873513221741,0.4941287934780121
1685435991.3972597,15,-8.166318893432617,-8.27000617980957,1.4849492311477661,0.036277737468481064,-0.030751340091228485,0.8681084513664246,0.4940911531448364
1685435991.4064126,15,-8.1663236618042,-8.270007133483887,1.484946608543396,0.03623361885547638,-0.030705947428941727,0.8681329488754272,0.49405425786972046
1685435991.4150817,15,-8.16632080078125,-8.27000617980957,1.4849414825439453,0.03620335832238197,-0.030638936907052994,0.8681415915489197,0.4940454363822937
1685435991.422545,15,-8.166326522827148,-8.270008087158203,1.4849340915679932,0.03622889146208763,-0.03066052310168743,0.8681214451789856,0.4940776228904724
1685435991.431227,15,-8.166319847106934,-8.270007133483887,1.4849344491958618,0.03622834384441376,-0.030681198462843895,0.8681203722953796,0.49407804012298584
1685435991.4400332,15,-8.166330337524414,-8.269922256469727,1.4848657846450806,0.033071666955947876,-0.03359271585941315,0.8677392601966858,0.49477913975715637
1685435991.447997,15,-8.166324615478516,-8.27000617980957,1.4849342107772827,0.03624154254794121,-0.030544092878699303,0.8681158423423767,0.49409356713294983
1685435991.4560003,15,-8.166316986083984,-8.270005226135254,1.4849332571029663,0.03624645248055458,-0.030644308775663376,0.8681157827377319,0.4940871596336365
1685435991.4650006,15,-8.1663179397583,-8.270000457763672,1.4849307537078857,0.03628382831811905,-0.03056103177368641,0.8681187033653259,0.49408456683158875
1685435991.4735708,15,-8.166326522827148,-8.27000617980957,1.4849356412887573,0.03626758232712746,-0.03062700480222702,0.8681090474128723,0.49409860372543335
1685435991.4805691,15,-8.166329383850098,-8.269997596740723,1.4849369525909424,0.03622911497950554,-0.030650265514850616,0.8681368827819824,0.49405115842819214
1685435991.489599,15,-8.16633129119873,-8.270003318786621,1.4849427938461304,0.03629816696047783,-0.030712423846125603,0.8681191802024841,0.4940732717514038
1685435991.497717,15,-8.166327476501465,-8.270004272460938,1.4849427938461304,0.03627027943730354,-0.030608491972088814,0.868104100227356,0.4941081404685974
1685435991.5056338,15,-8.1663236618042,-8.270009994506836,1.4849470853805542,0.036205172538757324,-0.03074408322572708,0.8681069016456604,0.4940996468067169
1685435991.5146494,15,-8.166327476501465,-8.270000457763672,1.484944462776184,0.03631304204463959,-0.030734531581401825,0.868143618106842,0.4940277636051178
1685435991.522632,15,-8.166328430175781,-8.270003318786621,1.4849435091018677,0.036222077906131744,-0.030746402218937874,0.8681159019470215,0.494082510471344
1685435991.531616,15,-8.166319847106934,-8.270010948181152,1.4849456548690796,0.036250025033950806,-0.030622055754065514,0.86810702085495,0.49410372972488403
1685435991.539592,15,-8.1663236618042,-8.270004272460938,1.484932541847229,0.036249205470085144,-0.030612776055932045,0.8681489825248718,0.4940306842327118
1685435991.5475926,15,-8.1663236618042,-8.270000457763672,1.4849371910095215,0.036234598606824875,-0.030621495097875595,0.8681304454803467,0.4940638542175293
1685435991.556357,15,-8.166321754455566,-8.270005226135254,1.4849293231964111,0.03628353029489517,-0.030565045773983,0.8681257963180542,0.49407169222831726
1685435991.564078,15,-8.166328430175781,-8.270008087158203,1.4849334955215454,0.03613941743969917,-0.030612772330641747,0.8681401014328003,0.49405425786972046
1685435991.573069,15,-8.166342735290527,-8.269919395446777,1.4848637580871582,0.033194225281476974,-0.03359518572688103,0.8677511811256409,0.49474984407424927
1685435991.5821195,15,-8.166318893432617,-8.270003318786621,1.4849330186843872,0.036182090640068054,-0.030742501839995384,0.8681125044822693,0.4940916895866394
1685435991.5884593,15,-8.16632080078125,-8.270005226135254,1.4849395751953125,0.036240316927433014,-0.03078153356909752,0.8680880069732666,0.4941280782222748
1685435991.5974782,15,-8.166327476501465,-8.270002365112305,1.4849483966827393,0.03620804473757744,-0.03077741153538227,0.8681109547615051,0.4940902590751648
1685435991.6067865,15,-8.166324615478516,-8.270005226135254,1.484950304031372,0.03628643974661827,-0.030771199613809586,0.8681172132492065,0.4940737783908844
1685435991.61413,15,-8.166324615478516,-8.270004272460938,1.4849441051483154,0.03627624362707138,-0.030732177197933197,0.8680771589279175,0.4941474497318268
1685435991.6222162,15,-8.166322708129883,-8.270008087158203,1.4849376678466797,0.036293286830186844,-0.030728772282600403,0.8681023120880127,0.49410220980644226
1685435991.6312845,15,-8.166328430175781,-8.270009994506836,1.4849402904510498,0.036276690661907196,-0.03058713860809803,0.8681228160858154,0.49407631158828735
1685435991.6399848,15,-8.166326522827148,-8.270001411437988,1.4849404096603394,0.03625771403312683,-0.030693093314766884,0.8681433796882629,0.4940347373485565
1685435991.646965,15,-8.166327476501465,-8.269996643066406,1.4849411249160767,0.03625463321805,-0.0307081937789917,0.8681285381317139,0.4940602481365204
1685435991.6565816,15,-8.166322708129883,-8.27000904083252,1.484941840171814,0.036196112632751465,-0.030618302524089813,0.8681070804595947,0.4941079020500183
1685435991.6640673,15,-8.166324615478516,-8.269993782043457,1.4849387407302856,0.03616271913051605,-0.030648790299892426,0.8681381344795227,0.4940538704395294
1685435991.6770833,15,-8.166322708129883,-8.270003318786621,1.4849350452423096,0.03621656447649002,-0.030651096254587173,0.8681542277336121,0.49402129650115967
1685435991.6812136,15,-8.16632080078125,-8.270004272460938,1.4849374294281006,0.03627429157495499,-0.03064277209341526,0.8681442737579346,0.4940353035926819
1685435991.6885893,15,-8.166322708129883,-8.270009994506836,1.484934687614441,0.03620171546936035,-0.030681436881422997,0.868113100528717,0.49409282207489014
1685435991.6975715,15,-8.166321754455566,-8.270004272460938,1.484933614730835,0.03634835034608841,-0.03057633526623249,0.868148922920227,0.4940256178379059
1685435991.7068877,15,-8.16632080078125,-8.270007133483887,1.4849414825439453,0.03623272478580475,-0.030716195702552795,0.8681048154830933,0.4941030740737915
1685435991.727698,15,-8.16632080078125,-8.270007133483887,1.4849424362182617,0.036234136670827866,-0.03073285147547722,0.8681703209877014,0.49398669600486755
1685435991.7333252,15,-8.166322708129883,-8.270001411437988,1.4849413633346558,0.036248549818992615,-0.03069751150906086,0.8681361079216003,0.4940480589866638
1685435991.7392197,15,-8.166329383850098,-8.270002365112305,1.4849412441253662,0.036268118768930435,-0.030640510842204094,0.8681052923202515,0.4941043257713318
1685435991.743201,15,-8.166327476501465,-8.269993782043457,1.4849419593811035,0.036228738725185394,-0.030751146376132965,0.8681225776672363,0.4940699636936188
1685435991.7481205,15,-8.166325569152832,-8.269998550415039,1.4849365949630737,0.03625853732228279,-0.03064233623445034,0.8680991530418396,0.4941157102584839
1685435991.758903,15,-8.166319847106934,-8.270008087158203,1.484939455986023,0.03623748943209648,-0.03065541200339794,0.8681251406669617,0.49407079815864563
1685435991.7644148,15,-8.166324615478516,-8.270004272460938,1.4849352836608887,0.03631565347313881,-0.030551351606845856,0.8681489825248718,0.49402958154678345
1685435991.7753646,15,-8.166322708129883,-8.270003318786621,1.4849331378936768,0.03620606288313866,-0.030678540468215942,0.8681237101554871,0.494074285030365
1685435991.7806091,15,-8.166328430175781,-8.27000617980957,1.4849340915679932,0.03617189824581146,-0.03073999099433422,0.8680947422981262,0.4941236674785614
1685435991.7886703,15,-8.166330337524414,-8.270007133483887,1.4849382638931274,0.03616347163915634,-0.030655434355139732,0.8681190013885498,0.4940870404243469
1685435991.797812,15,-8.166324615478516,-8.269998550415039,1.484941840171814,0.03617309406399727,-0.03071831725537777,0.8681479692459106,0.49403148889541626
1685435991.8056545,15,-8.1663236618042,-8.270012855529785,1.4849426746368408,0.036169473081827164,-0.030760006979107857,0.8681252598762512,0.4940691292285919
1685435991.8149745,15,-8.166328430175781,-8.270004272460938,1.4849439859390259,0.03621967136859894,-0.03069392777979374,0.8681225776672363,0.4940740764141083
1685435991.824246,15,-8.166327476501465,-8.270008087158203,1.4849402904510498,0.03626161813735962,-0.03073606640100479,0.8681378364562988,0.49404177069664
1685435991.8322303,15,-8.166328430175781,-8.270005226135254,1.4849392175674438,0.03628234937787056,-0.030608193948864937,0.8681125044822693,0.4940924644470215
1685435991.8394835,15,-8.16632080078125,-8.270011901855469,1.4849416017532349,0.03622005134820938,-0.030565349385142326,0.8681260943412781,0.4940760135650635
1685435991.8471253,15,-8.16632080078125,-8.269998550415039,1.484938144683838,0.03623177483677864,-0.030743256211280823,0.8681268095970154,0.4940628111362457
1685435991.8558917,15,-8.1663236618042,-8.270000457763672,1.4849342107772827,0.03621182218194008,-0.030663395300507545,0.8681631684303284,0.494005411863327
1685435991.8653321,15,-8.166319847106934,-8.270000457763672,1.4849361181259155,0.03625447303056717,-0.030634233728051186,0.8681471943855286,0.4940318763256073
1685435991.873609,15,-8.166321754455566,-8.269998550415039,1.4849408864974976,0.036157041788101196,-0.030565598979592323,0.8681334853172302,0.49406754970550537
1685435991.881391,15,-8.166325569152832,-8.270000457763672,1.4849400520324707,0.03622894361615181,-0.03068201057612896,0.8681457042694092,0.4940336048603058
1685435991.8904066,15,-8.166328430175781,-8.270004272460938,1.4849395751953125,0.036286599934101105,-0.030508292838931084,0.8681089878082275,0.49410468339920044
1685435991.90443,15,-8.166325569152832,-8.270008087158203,1.4849333763122559,0.0363190658390522,-0.030600091442465782,0.8681221008300781,0.4940735995769501
1685435991.9093354,15,-8.166338920593262,-8.26992416381836,1.4848672151565552,0.03321079537272453,-0.03355171158909798,0.8677129149436951,0.4948188364505768
1685435991.9143844,15,-8.166318893432617,-8.270012855529785,1.4849364757537842,0.03624247387051582,-0.030682651326060295,0.8681172132492065,0.4940827488899231
1685435991.9233823,15,-8.166326522827148,-8.270008087158203,1.484935998916626,0.03628387674689293,-0.030618323013186455,0.8680944442749023,0.49412357807159424
1685435991.9303825,15,-8.1663236618042,-8.270008087158203,1.484937071800232,0.036235686391592026,-0.03062041662633419,0.868118166923523,0.49408528208732605
1685435991.9395556,15,-8.166328430175781,-8.270001411437988,1.4849450588226318,0.03622017055749893,-0.03070683404803276,0.8681062459945679,0.49410197138786316
1685435991.9473429,15,-8.1663236618042,-8.269994735717773,1.4849441051483154,0.036243047565221786,-0.030675729736685753,0.8681073784828186,0.49410027265548706
1685435991.9570355,15,-8.166319847106934,-8.270005226135254,1.4849387407302856,0.03621703013777733,-0.030597388744354248,0.8681424856185913,0.49404528737068176
